Data_Hora_Recepcao;idBIoT;timestamp;inside;outside;erro
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:46:656;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:46:697;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:46:738;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:46:779;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:46:818;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:46:860;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:46:901;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:46:942;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:46:984;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:025;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:066;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:107;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:148;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:190;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:231;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:273;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:314;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:355;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:397;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:439;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:481;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:522;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:563;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:605;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:646;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:688;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:729;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:771;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:812;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:852;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:894;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:934;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:47:976;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:018;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:059;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:101;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:142;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:183;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:224;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:266;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:308;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:350;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:393;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:435;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:476;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:518;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:559;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:601;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:48:642;4;197;0
